ID,NLuc,CLuc,value,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample,NLuc_Sample,CLuc_Sample,ypos
1989,AtMLO7,AtEXO70H1,0.33,4,2,317836.78,104.95,3028.39,3343.27,0.33,AtMLO7-AtCAM2,C,G,1.51
1990,AtMLO7,AtEXO70H1,0.04,4,3,13364,29.18,457.95,284.1,0.04,AtMLO7-AtCAM2,C,G,1.51
1991,AtMLO7,AtEXO70H1,0.02,4,4,-5689,41.47,-137.19,134.03,0.02,AtMLO7-AtCAM2,C,G,1.51
1992,AtMLO7,AtEXO70H1,0.32,5,1,72277.6,32.8,2203.33,2400.97,0.32,AtMLO7-AtCAM2,C,G,1.51
1993,AtMLO7,AtEXO70H1,0.14,5,2,164137.94,94.96,1728.53,1649.57,0.14,AtMLO7-AtCAM2,C,G,1.51
1994,AtMLO7,AtEXO70H1,0.6,5,3,605455.94,94.96,6376.03,6526.51,0.6,AtMLO7-AtCAM2,C,G,1.51
1995,AtMLO7,AtEXO70H1,0.77,5,4,235204.44,117.98,1993.62,2034.7,0.77,AtMLO7-AtCAM2,C,G,1.51
1996,AtMLO7,AtEXO70H1,0.07,6,1,348112.25,161.96,2149.4,2099.95,0.07,AtMLO7-AtCAM2,C,G,1.51
1997,AtMLO7,AtEXO70H1,0.21,6,2,186290.75,48.77,3819.94,3681.34,0.21,AtMLO7-AtCAM2,C,G,1.51
1998,AtMLO7,AtEXO70H1,0.09,6,3,73072.25,48.77,1498.37,1601.85,0.09,AtMLO7-AtCAM2,C,G,1.51
1999,AtMLO7,AtEXO70H2,0.34,1,1,92914.06,90.69,1024.51,1020.99,0.34,AtMLO7-AtCAM2,C,H,0.6
2000,AtMLO7,AtEXO70H2,0.13,1,2,61134,66.51,919.21,962.58,0.13,AtMLO7-AtCAM2,C,H,0.6
2001,AtMLO7,AtEXO70H2,0.01,1,3,14204.57,66.51,213.58,100.05,0.01,AtMLO7-AtCAM2,C,H,0.6
2002,AtMLO7,AtEXO70H2,0.05,1,4,1610.75,44.52,36.18,237.22,0.05,AtMLO7-AtCAM2,C,H,0.6
2003,AtMLO7,AtEXO70H2,0.22,2,1,50621.25,27.83,1818.63,1949.82,0.22,AtMLO7-AtCAM2,C,H,0.6
2004,AtMLO7,AtEXO70H2,0.6,2,2,34855.64,41.58,838.27,1080.55,0.6,AtMLO7-AtCAM2,C,H,0.6
2005,AtMLO7,AtEXO70H2,0.41,2,3,62825.5,27.83,2257.09,2664.41,0.41,AtMLO7-AtCAM2,C,H,0.6
2006,AtMLO7,AtEXO70H2,0.11,2,4,154532.61,70.45,2193.63,2188.14,0.11,AtMLO7-AtCAM2,C,H,0.6
2007,AtMLO7,AtEXO70H2,0.05,3,1,84256.21,47.92,1758.27,1680.95,0.05,AtMLO7-AtCAM2,C,H,0.6
2008,AtMLO7,AtEXO70H2,0.06,3,2,21855.25,32.08,681.3,1258.16,0.06,AtMLO7-AtCAM2,C,H,0.6
2009,AtMLO7,AtEXO70H2,0.05,3,3,22802.6,22.57,1010.13,1411.38,0.05,AtMLO7-AtCAM2,C,H,0.6
2010,AtMLO7,AtEXO70H2,0.08,3,4,13131.1,22.57,581.7,1061.48,0.08,AtMLO7-AtCAM2,C,H,0.6
2011,AtMLO7,AtEXO70H2,0.17,4,1,181687.81,84.47,2150.81,2273.28,0.17,AtMLO7-AtCAM2,C,H,0.6
2012,AtMLO7,AtEXO70H2,0.18,4,2,44743.9,29.18,1533.27,1848.16,0.18,AtMLO7-AtCAM2,C,H,0.6
2013,AtMLO7,AtEXO70H2,0.01,4,3,11180.75,41.47,269.62,95.77,0.01,AtMLO7-AtCAM2,C,H,0.6
2014,AtMLO7,AtEXO70H2,0.07,4,4,12191.5,41.47,293.99,565.21,0.07,AtMLO7-AtCAM2,C,H,0.6
2015,AtMLO7,AtEXO70H2,0.27,5,1,129745.5,69.64,1863.2,2060.83,0.27,AtMLO7-AtCAM2,C,H,0.6
2016,AtMLO7,AtEXO70H2,0,5,2,3587,46.62,76.95,-2.01,0,AtMLO7-AtCAM2,C,H,0.6
2017,AtMLO7,AtEXO70H2,0.25,5,3,181900.79,69.64,2612.17,2762.65,0.25,AtMLO7-AtCAM2,C,H,0.6
2018,AtMLO7,AtEXO70H2,0.35,5,4,41782.75,46.62,896.32,937.39,0.35,AtMLO7-AtCAM2,C,H,0.6
2019,AtMLO7,AtEXO70H2,0.09,6,1,128874.5,48.77,2642.6,2593.16,0.09,AtMLO7-AtCAM2,C,H,0.6
2020,AtMLO7,AtEXO70H2,0.04,6,2,26541.5,34.32,773.39,634.79,0.04,AtMLO7-AtCAM2,C,H,0.6
2021,AtMLO7,AtEXO70H2,0,6,3,-1795.5,48.77,-36.82,66.66,0,AtMLO7-AtCAM2,C,H,0.6
2022,AtMLO7,AtEXO70H4,0.42,1,1,56447.25,44.52,1267.87,1264.35,0.42,AtMLO7-AtCAM2,C,I,0.68
2023,AtMLO7,AtEXO70H4,0.01,1,2,1891,44.52,42.47,85.84,0.01,AtMLO7-AtCAM2,C,I,0.68
2024,AtMLO7,AtEXO70H4,0.01,1,3,14363.43,66.51,215.97,102.44,0.01,AtMLO7-AtCAM2,C,I,0.68
2025,AtMLO7,AtEXO70H4,0.06,1,4,1830.5,44.52,41.12,242.15,0.06,AtMLO7-AtCAM2,C,I,0.68
2026,AtMLO7,AtEXO70H4,0.13,2,1,55754,56.7,983.31,1114.5,0.13,AtMLO7-AtCAM2,C,I,0.68
2027,AtMLO7,AtEXO70H4,0.68,2,2,27485,27.83,987.43,1229.72,0.68,AtMLO7-AtCAM2,C,I,0.68
2028,AtMLO7,AtEXO70H4,0.09,2,3,8015.57,41.58,192.77,600.1,0.09,AtMLO7-AtCAM2,C,I,0.68
2029,AtMLO7,AtEXO70H4,0.15,2,4,129004,41.58,3102.53,3097.03,0.15,AtMLO7-AtCAM2,C,I,0.68
2030,AtMLO7,AtEXO70H4,0,3,1,7603.5,32.08,237.03,159.7,0,AtMLO7-AtCAM2,C,I,0.68
2031,AtMLO7,AtEXO70H4,0.04,3,2,5825.3,22.57,258.06,834.91,0.04,AtMLO7-AtCAM2,C,I,0.68
2032,AtMLO7,AtEXO70H4,0.04,3,3,24405.5,32.08,760.8,1162.05,0.04,AtMLO7-AtCAM2,C,I,0.68
2033,AtMLO7,AtEXO70H4,0.08,3,4,30490.36,47.92,636.28,1116.06,0.08,AtMLO7-AtCAM2,C,I,0.68
2034,AtMLO7,AtEXO70H4,0.13,4,1,171092.78,104.95,1630.19,1752.66,0.13,AtMLO7-AtCAM2,C,I,0.68
2035,AtMLO7,AtEXO70H4,0,4,2,-20107.57,61.95,-324.59,-9.7,0,AtMLO7-AtCAM2,C,I,0.68
2036,AtMLO7,AtEXO70H4,0.07,4,3,22782.8,29.18,780.72,606.86,0.07,AtMLO7-AtCAM2,C,I,0.68
2037,AtMLO7,AtEXO70H4,0,4,4,-11730.5,41.47,-282.87,-11.65,0,AtMLO7-AtCAM2,C,I,0.68
2038,AtMLO7,AtEXO70H4,0.08,5,1,38744.56,94.96,408.02,605.65,0.08,AtMLO7-AtCAM2,C,I,0.68
2039,AtMLO7,AtEXO70H4,0.02,5,2,10592.6,32.8,322.91,243.95,0.02,AtMLO7-AtCAM2,C,I,0.68
2040,AtMLO7,AtEXO70H4,0.22,5,3,153765.86,69.64,2208.14,2358.62,0.22,AtMLO7-AtCAM2,C,I,0.68
2041,AtMLO7,AtEXO70H4,0,5,4,-3487.5,69.64,-50.08,-9.01,0,AtMLO7-AtCAM2,C,I,0.68
2042,AtMLO7,AtEXO70H4,0.07,6,1,150877.57,72.85,2071.04,2021.6,0.07,AtMLO7-AtCAM2,C,I,0.68
2043,AtMLO7,AtEXO70H4,0.08,6,2,194678.83,123.43,1577.3,1438.7,0.08,AtMLO7-AtCAM2,C,I,0.68
2044,AtMLO7,AtEXO70H4,0.01,6,3,1765,72.85,24.23,127.71,0.01,AtMLO7-AtCAM2,C,I,0.68
2045,AtMLO7,AtEXO70H7,0.69,1,1,233242.22,112.68,2070.01,2066.49,0.69,AtMLO7-AtCAM2,C,J,1.61
2046,AtMLO7,AtEXO70H7,0.09,1,2,43719.21,66.51,657.36,700.73,0.09,AtMLO7-AtCAM2,C,J,1.61
2047,AtMLO7,AtEXO70H7,0.34,1,3,436900.06,90.69,4817.44,4703.91,0.34,AtMLO7-AtCAM2,C,J,1.61
2048,AtMLO7,AtEXO70H7,0.17,1,4,36640.86,66.51,550.93,751.97,0.17,AtMLO7-AtCAM2,C,J,1.61
2049,AtMLO7,AtEXO70H7,0.62,2,1,297475.31,56.7,5246.44,5377.62,0.62,AtMLO7-AtCAM2,C,J,1.61
2050,AtMLO7,AtEXO70H7,0.72,2,2,20532,19.59,1048.22,1290.5,0.72,AtMLO7-AtCAM2,C,J,1.61
2051,AtMLO7,AtEXO70H7,0.61,2,3,204448.5,56.7,3605.77,4013.09,0.61,AtMLO7-AtCAM2,C,J,1.61
2052,AtMLO7,AtEXO70H7,0.05,2,4,66298.5,70.45,941.13,935.63,0.05,AtMLO7-AtCAM2,C,J,1.61
2053,AtMLO7,AtEXO70H7,0.09,3,1,300896.6,106.53,2824.45,2747.13,0.09,AtMLO7-AtCAM2,C,J,1.61
2054,AtMLO7,AtEXO70H7,0.05,3,2,25673.5,47.92,535.76,1112.62,0.05,AtMLO7-AtCAM2,C,J,1.61
2055,AtMLO7,AtEXO70H7,0.37,3,3,476564.43,47.92,9945.02,10346.27,0.37,AtMLO7-AtCAM2,C,J,1.61
2056,AtMLO7,AtEXO70H7,0.15,3,4,157806.85,106.53,1481.3,1961.08,0.15,AtMLO7-AtCAM2,C,J,1.61
2057,AtMLO7,AtEXO70H7,0.15,4,1,157723,84.47,1867.12,1989.59,0.15,AtMLO7-AtCAM2,C,J,1.61
2058,AtMLO7,AtEXO70H7,0.35,4,2,277718.81,84.47,3287.63,3602.51,0.35,AtMLO7-AtCAM2,C,J,1.61
2059,AtMLO7,AtEXO70H7,0.04,4,3,19377,41.47,467.26,293.41,0.04,AtMLO7-AtCAM2,C,J,1.61
2060,AtMLO7,AtEXO70H7,0.16,4,4,79107.5,84.47,936.47,1207.69,0.16,AtMLO7-AtCAM2,C,J,1.61
2061,AtMLO7,AtEXO70H7,0.14,5,1,100783.83,117.98,854.26,1051.89,0.14,AtMLO7-AtCAM2,C,J,1.61
2062,AtMLO7,AtEXO70H7,0.22,5,2,505516.36,184.74,2736.41,2657.45,0.22,AtMLO7-AtCAM2,C,J,1.61
2063,AtMLO7,AtEXO70H7,0.64,5,3,1062216.75,154.81,6861.39,7011.88,0.64,AtMLO7-AtCAM2,C,J,1.61
2064,AtMLO7,AtEXO70H7,1.61,5,4,779822.09,184.74,4221.26,4262.33,1.61,AtMLO7-AtCAM2,C,J,1.61
2065,AtMLO7,AtEXO70H7,0.14,6,1,428430.56,99.34,4312.67,4263.23,0.14,AtMLO7-AtCAM2,C,J,1.61
2066,AtMLO7,AtEXO70H7,0.51,6,2,882546.56,99.34,8883.9,8745.3,0.51,AtMLO7-AtCAM2,C,J,1.61
2067,AtMLO7,AtEXO70H7,0.13,6,3,259204.39,123.43,2100.09,2203.57,0.13,AtMLO7-AtCAM2,C,J,1.61
