NLuc,CLuc,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample
AtMLO12,AtEXO70B2,1,2,-28578.14,54.24,-526.86,-24.49,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,1,2,6363.79,54.24,117.32,619.70,0.12,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,1,2,2720.43,54.24,50.15,552.53,0.11,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,2,246689.00,54.24,4547.91,5050.29,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,1,3,6.00,54.24,0.11,95.13,0.02,AtMLO12-AtCAM2
AtMLO12,MmExoc7,1,3,54853.71,54.24,1011.27,1106.29,0.26,AtMLO12-AtCAM2
AtMLO12,ScExo70,1,3,2631.93,54.24,48.52,143.54,0.03,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,1,3,2798.64,54.24,51.60,146.61,0.04,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,1,3,-5542.29,54.24,-102.18,-7.16,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,1,3,9778.36,54.24,180.27,275.29,0.07,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,1,3,5419.86,54.24,99.92,194.94,0.05,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,3,221767.93,54.24,4088.47,4183.49,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,1,4,9602.29,54.24,177.03,678.69,0.08,AtMLO12-AtCAM2
AtMLO12,MmExoc7,1,4,12467.00,54.24,229.84,731.50,0.09,AtMLO12-AtCAM2
AtMLO12,ScExo70,1,4,3592.21,54.24,66.23,567.89,0.07,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,1,4,-28254.71,54.24,-520.90,-19.24,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,1,4,33220.43,54.24,612.45,1114.11,0.13,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,1,4,4554.86,54.24,83.97,585.63,0.07,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,1,4,-13346.71,54.24,-246.06,255.60,0.03,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,4,436710.79,54.24,8051.12,8552.78,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,1,1,12603.64,54.24,232.36,306.69,0.06,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,1,1,10216.14,54.24,188.34,262.67,0.05,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,1,1,13119.07,54.24,241.86,316.19,0.06,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,1,1,104597.50,54.24,1928.34,2002.67,0.36,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,1,1,4663.64,54.24,85.98,160.31,0.03,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,1,1,-4359.36,54.24,-80.37,-6.04,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,1,1,321.43,54.24,5.93,80.25,0.01,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,1,294999.79,54.24,5438.56,5512.89,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,1,2,-2611.71,54.24,-48.15,235.01,0.21,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,1,2,-9619.93,54.24,-177.35,105.80,0.09,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,1,2,1985.64,54.24,36.61,319.76,0.28,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,1,2,4618.14,54.24,85.14,368.30,0.32,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,1,2,-15791.00,54.24,-291.12,-7.96,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,1,2,12816.00,54.24,236.27,519.43,0.46,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,1,2,7829.86,54.24,144.35,427.51,0.38,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,2,46460.29,54.24,856.53,1139.69,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,1,3,12487.71,54.24,230.22,138.65,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,1,3,13245.71,54.24,244.20,152.62,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,1,3,4826.71,54.24,88.98,-2.59,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,1,3,59341.00,54.24,1094.00,1002.43,0.11,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,1,3,7776.43,54.24,143.36,51.79,0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,1,3,6832.00,54.24,125.95,34.38,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,1,3,11249.79,54.24,207.40,115.83,0.01,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,3,494278.29,54.24,9112.42,9020.85,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,1,4,12793.50,54.24,235.86,129.01,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,1,4,5617.21,54.24,103.56,-3.29,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,1,4,8163.50,54.24,150.50,43.66,0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,1,4,247588.64,54.24,4564.50,4457.66,0.63,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,1,4,14579.86,54.24,268.79,161.95,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,1,4,11200.50,54.24,206.49,99.65,0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,1,4,73641.93,54.24,1357.65,1250.81,0.18,AtMLO12-AtCAM2
AtMLO12,AtCAM2,1,4,389389.79,54.24,7178.72,7071.88,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,2,1,5171.71,64.97,79.60,373.67,-25.90,AtMLO12-AtCAM2
AtMLO12,MmExoc7,2,1,2980.64,64.97,45.88,339.95,-23.57,AtMLO12-AtCAM2
AtMLO12,ScExo70,2,1,1704.79,64.97,26.24,320.31,-22.21,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,2,1,8224.57,64.97,126.59,420.66,-29.16,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,2,1,-6654.50,64.97,-102.43,191.64,-13.29,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,2,1,-5458.43,64.97,-84.02,210.05,-14.56,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,2,1,6729.50,64.97,103.58,397.65,-27.57,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,1,-20042.43,64.97,-308.49,-14.42,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,2,2,9350.50,64.97,143.92,243.55,0.14,AtMLO12-AtCAM2
AtMLO12,MmExoc7,2,2,-4715.71,64.97,-72.58,27.05,0.02,AtMLO12-AtCAM2
AtMLO12,ScExo70,2,2,-205.79,64.97,-3.17,96.46,0.05,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,2,2,36799.79,64.97,566.42,666.05,0.37,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,2,2,-6605.21,64.97,-101.67,-2.04,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,2,2,15011.93,64.97,231.06,330.69,0.18,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,2,2,29224.14,64.97,449.82,549.45,0.31,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,2,110159.64,64.97,1695.57,1795.20,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,2,3,-11893.21,64.97,-183.06,31.20,0.02,AtMLO12-AtCAM2
AtMLO12,MmExoc7,2,3,6145.93,64.97,94.60,308.86,0.21,AtMLO12-AtCAM2
AtMLO12,ScExo70,2,3,3761.64,64.97,57.90,272.16,0.19,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,2,3,-4771.93,64.97,-73.45,140.81,0.10,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,2,3,-14073.07,64.97,-216.61,-2.35,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,2,3,18183.79,64.97,279.88,494.15,0.34,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,2,3,-9669.79,64.97,-148.84,65.43,0.05,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,3,79521.29,64.97,1223.99,1438.25,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,2,4,1452.86,64.97,22.36,90.47,0.14,AtMLO12-AtCAM2
AtMLO12,MmExoc7,2,4,-4430.43,64.97,-68.19,-0.09,0.00,AtMLO12-AtCAM2
AtMLO12,ScExo70,2,4,13553.29,64.97,208.61,276.72,0.44,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,2,4,9471.79,64.97,145.79,213.89,0.34,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,2,4,-4348.36,64.97,-66.93,1.17,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,2,4,5502.14,64.97,84.69,152.79,0.24,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,2,4,10773.36,64.97,165.82,233.93,0.37,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,4,36492.29,64.97,561.69,629.79,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,2,1,10154.07,72.84,139.41,151.39,0.11,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,2,1,-477.71,72.84,-6.56,5.42,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,2,1,1094.79,72.84,15.03,27.01,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,2,1,91893.64,72.84,1261.63,1273.61,0.92,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,2,1,-902.21,72.84,-12.39,-0.41,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,2,1,12080.50,72.84,165.86,177.83,0.13,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,2,1,31315.71,72.84,429.94,441.92,0.32,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,1,100230.50,72.84,1376.09,1388.07,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,2,2,-4675.21,72.84,-64.19,-3.64,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,2,2,-883.21,72.84,-12.13,48.42,0.05,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,2,2,29337.36,72.84,402.78,463.32,0.51,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,2,2,152243.79,72.84,2090.19,2150.73,2.39,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,2,2,21780.79,72.84,299.03,359.58,0.40,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,2,2,456.57,72.84,6.27,66.81,0.07,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,2,2,46901.07,72.84,643.92,704.46,0.78,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,2,61203.79,72.84,840.28,900.82,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,2,3,10530.93,72.84,144.58,236.95,0.45,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,2,3,-1781.86,72.84,-24.46,67.90,0.13,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,2,3,15825.64,72.84,217.27,309.64,0.59,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,2,3,9046.14,72.84,124.20,216.56,0.42,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,2,3,13139.43,72.84,180.39,272.76,0.52,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,2,3,8016.64,72.84,110.06,202.43,0.39,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,2,3,-7100.07,72.84,-97.48,-5.11,-0.01,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,3,31257.36,72.84,429.14,521.51,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,2,4,-11129.07,72.84,-152.79,-6.62,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,2,4,18186.86,72.84,249.69,395.87,0.79,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,2,4,16218.07,72.84,222.66,368.84,0.74,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,2,4,74255.00,72.84,1019.46,1165.64,2.34,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,2,4,5964.50,72.84,81.89,228.06,0.46,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,2,4,-4244.36,72.84,-58.27,87.91,0.18,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,2,4,28193.00,72.84,387.07,533.24,1.07,AtMLO12-AtCAM2
AtMLO12,AtCAM2,2,4,25699.00,72.84,352.83,499.00,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,3,1,-21251.13,72.07,-294.85,-8.66,0.00,AtMLO12-AtCAM2
AtMLO12,MmExoc7,3,1,15492.13,72.07,214.95,501.14,0.17,AtMLO12-AtCAM2
AtMLO12,ScExo70,3,1,12727.19,72.07,176.58,462.77,0.16,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,3,1,-12335.38,72.07,-171.15,115.04,0.04,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,3,1,-3581.13,72.07,-49.69,236.50,0.08,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,3,1,12490.44,72.07,173.30,459.49,0.16,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,3,1,18909.44,72.07,262.36,548.55,0.19,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,1,189121.75,72.07,2623.98,2910.17,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,3,2,10425.81,72.07,144.65,350.03,0.15,AtMLO12-AtCAM2
AtMLO12,MmExoc7,3,2,33458.44,72.07,464.22,669.60,0.29,AtMLO12-AtCAM2
AtMLO12,ScExo70,3,2,3533.00,72.07,49.02,254.40,0.11,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,3,2,-1970.00,72.07,-27.33,178.04,0.08,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,3,2,19671.19,72.07,272.93,478.31,0.21,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,3,2,18836.56,72.07,261.35,466.73,0.20,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,3,2,-15768.31,72.07,-218.78,-13.40,-0.01,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,2,152378.13,72.07,2114.18,2319.56,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,3,3,-3221.63,72.07,-44.70,433.46,0.19,AtMLO12-AtCAM2
AtMLO12,MmExoc7,3,3,64997.06,72.07,901.81,1379.96,0.61,AtMLO12-AtCAM2
AtMLO12,ScExo70,3,3,-35910.69,72.07,-498.24,-20.09,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,3,3,-15227.06,72.07,-211.27,266.89,0.12,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,3,3,17623.56,72.07,244.52,722.68,0.32,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,3,3,-3583.94,72.07,-49.73,428.43,0.19,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,3,3,-7819.44,72.07,-108.49,369.67,0.16,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,3,129390.38,72.07,1795.23,2273.39,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,3,4,25302.88,72.07,351.07,530.22,0.18,AtMLO12-AtCAM2
AtMLO12,MmExoc7,3,4,50114.06,72.07,695.31,874.47,0.30,AtMLO12-AtCAM2
AtMLO12,ScExo70,3,4,4369.31,72.07,60.62,239.78,0.08,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,3,4,-13952.25,72.07,-193.58,-14.43,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,3,4,22117.69,72.07,306.87,486.03,0.17,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,3,4,18235.88,72.07,253.01,432.17,0.15,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,3,4,901.38,72.07,12.51,191.66,0.07,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,4,194654.88,72.07,2700.75,2879.90,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,3,1,22600.69,64.75,349.05,489.52,1.03,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,3,1,4536.38,64.75,70.06,210.53,0.44,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,3,1,-10121.81,64.75,-156.32,-15.85,-0.03,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,3,1,99193.38,64.75,1531.94,1672.42,3.52,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,3,1,14936.13,64.75,230.67,371.15,0.78,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,3,1,36922.06,64.75,570.23,710.70,1.50,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,3,1,93942.19,64.75,1450.85,1591.32,3.35,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,1,21671.44,64.75,334.69,475.17,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,3,2,23784.31,64.75,367.33,384.86,0.58,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,3,2,-2084.94,64.75,-32.20,-14.66,-0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,3,2,54902.56,64.75,847.92,865.45,1.30,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,3,2,32952.00,64.75,508.91,526.45,0.79,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,3,2,55378.56,64.75,855.27,872.81,1.31,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,3,2,11477.50,64.75,177.26,194.80,0.29,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,3,2,47827.00,64.75,738.64,756.18,1.13,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,2,42090.63,64.75,650.05,667.59,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,3,3,-13303.44,64.75,-205.46,-5.41,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,3,3,-8303.38,64.75,-128.24,71.82,0.05,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,3,3,9572.50,64.75,147.84,347.89,0.23,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,3,3,63817.81,64.75,985.60,1185.66,0.78,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,3,3,18501.38,64.75,285.74,485.79,0.32,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,3,3,56952.25,64.75,879.57,1079.62,0.71,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,3,3,18610.56,64.75,287.42,487.48,0.32,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,3,85841.94,64.75,1325.74,1525.80,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,3,4,-13157.81,64.75,-203.21,-16.15,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,3,4,1783.13,64.75,27.54,214.60,0.04,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,3,4,31736.38,64.75,490.14,677.19,0.12,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,3,4,112524.69,64.75,1737.83,1924.89,0.35,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,3,4,10089.69,64.75,155.83,342.88,0.06,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,3,4,29413.75,64.75,454.27,641.32,0.12,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,3,4,69422.75,64.75,1072.17,1259.22,0.23,AtMLO12-AtCAM2
AtMLO12,AtCAM2,3,4,348378.94,64.75,5380.37,5567.43,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,4,1,-46898.50,55.18,-849.95,-31.93,-0.01,AtMLO12-AtCAM2
AtMLO12,MmExoc7,4,1,145819.50,55.18,2642.73,3460.75,0.69,AtMLO12-AtCAM2
AtMLO12,ScExo70,4,1,2650.43,55.18,48.03,866.06,0.17,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,4,1,-21729.79,55.18,-393.81,424.21,0.09,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,4,1,21557.57,55.18,390.69,1208.72,0.24,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,4,1,5069.07,55.18,91.87,909.89,0.18,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,4,1,5021.57,55.18,91.01,909.03,0.18,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,1,229883.07,55.18,4166.23,4984.26,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,4,2,17074.29,55.18,309.44,747.38,0.49,AtMLO12-AtCAM2
AtMLO12,MmExoc7,4,2,-27005.86,55.18,-489.43,-51.50,-0.03,AtMLO12-AtCAM2
AtMLO12,ScExo70,4,2,71118.14,55.18,1288.89,1726.83,1.13,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,4,2,20258.21,55.18,367.15,805.08,0.53,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,4,2,28556.43,55.18,517.54,955.47,0.63,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,4,2,43746.00,55.18,792.82,1230.76,0.81,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,4,2,13587.07,55.18,246.24,684.18,0.45,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,2,59913.50,55.18,1085.83,1523.77,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,4,3,-11964.14,55.18,-216.83,27.55,0.01,AtMLO12-AtCAM2
AtMLO12,MmExoc7,4,3,92364.21,55.18,1673.94,1918.32,0.58,AtMLO12-AtCAM2
AtMLO12,ScExo70,4,3,-1577.71,55.18,-28.59,215.79,0.06,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,4,3,7706.36,55.18,139.66,384.05,0.12,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,4,3,13359.14,55.18,242.11,486.49,0.15,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,4,3,27786.86,55.18,503.59,747.97,0.22,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,4,3,-13598.86,55.18,-246.46,-2.07,0.00,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,3,170531.07,55.18,3090.58,3334.96,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,4,4,12462.71,55.18,225.87,440.27,0.34,AtMLO12-AtCAM2
AtMLO12,MmExoc7,4,4,86396.64,55.18,1565.79,1780.19,1.37,AtMLO12-AtCAM2
AtMLO12,ScExo70,4,4,-10252.79,55.18,-185.81,28.59,0.02,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,4,4,35496.00,55.18,643.30,857.71,0.66,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,4,4,-11949.00,55.18,-216.56,-2.15,0.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,4,4,51849.14,55.18,939.68,1154.08,0.89,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,4,4,16214.36,55.18,293.86,508.26,0.39,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,4,59770.50,55.18,1083.24,1297.64,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,4,1,-13576.71,57.55,-235.91,-37.07,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,4,1,16900.93,57.55,293.67,492.51,0.18,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,4,1,19612.57,57.55,340.79,539.63,0.20,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,4,1,113980.64,57.55,1980.54,2179.37,0.79,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,4,1,85924.29,57.55,1493.03,1691.87,0.61,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,4,1,122772.86,57.55,2133.31,2332.15,0.84,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,4,1,96952.36,57.55,1684.65,1883.49,0.68,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,1,147668.71,57.55,2565.90,2764.74,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,4,2,-11826.93,57.55,-205.51,-8.60,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,4,2,2080.07,57.55,36.14,233.05,0.32,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,4,2,-2180.14,57.55,-37.88,159.02,0.22,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,4,2,-4756.07,57.55,-82.64,114.26,0.15,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,4,2,30323.50,57.55,526.90,723.81,0.98,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,4,2,39112.86,57.55,679.63,876.53,1.19,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,4,2,21068.36,57.55,366.09,562.99,0.76,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,2,31139.93,57.55,541.09,737.99,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,4,3,24076.79,57.55,418.36,566.89,0.18,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,4,3,3990.36,57.55,69.34,217.87,0.07,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,4,3,105449.07,57.55,1832.29,1980.82,0.61,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,4,3,76692.00,57.55,1332.61,1481.14,0.46,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,4,3,-9492.00,57.55,-164.93,-16.40,-0.01,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,4,3,60624.29,57.55,1053.41,1201.95,0.37,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,4,3,49560.93,57.55,861.17,1009.71,0.31,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,3,177196.86,57.55,3078.98,3227.52,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70E1,4,4,21321.57,57.55,370.49,521.60,-30.84,AtMLO12-AtCAM2
AtMLO12,AtEXO70E2,4,4,4235.21,57.55,73.59,224.71,-13.29,AtMLO12-AtCAM2
AtMLO12,AtEXO70G1,4,4,51952.21,57.55,902.73,1053.84,-62.31,AtMLO12-AtCAM2
AtMLO12,AtEXO70H1,4,4,19004.14,57.55,330.22,481.33,-28.46,AtMLO12-AtCAM2
AtMLO12,AtEXO70H2,4,4,16419.71,57.55,285.31,436.43,-25.80,AtMLO12-AtCAM2
AtMLO12,AtEXO70H4,4,4,10687.93,57.55,185.71,336.83,-19.91,AtMLO12-AtCAM2
AtMLO12,AtEXO70H7,4,4,35298.00,57.55,613.34,764.46,-45.20,AtMLO12-AtCAM2
AtMLO12,AtCAM2,4,4,-9670.21,57.55,-168.03,-16.91,1.00,AtMLO12-AtCAM2
AtMLO12,AtEXO70A1,5,1,11367.64,65.99,172.26,779.88,-17.85,AtMLO12-AtCAM2
AtMLO12,MmExoc7,5,1,4042.57,65.99,61.26,668.88,-15.31,AtMLO12-AtCAM2
AtMLO12,ScExo70,5,1,13229.43,65.99,200.47,808.09,-18.50,AtMLO12-AtCAM2
AtMLO12,AtEXO70B1,5,1,53534.71,65.99,811.22,1418.85,-32.48,AtMLO12-AtCAM2
AtMLO12,AtEXO70B2,5,1,2414.86,65.99,36.59,644.21,-14.75,AtMLO12-AtCAM2
AtMLO12,AtEXO70D2,5,1,-1796.57,65.99,-27.22,580.40,-13.29,AtMLO12-AtCAM2
AtMLO12,AtEXO70D3,5,1,9863.29,65.99,149.46,757.08,-17.33,AtMLO12-AtCAM2
