NLuc,CLuc,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample
AtMLO4,AtEXO70D3,6,1,20673.07,36.07,573.15,418.91,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,1,805628.93,36.07,22335.78,22181.53,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,6,2,-900.71,36.07,-24.97,84.55,0.01,AtMLO4-AtCAM2
AtMLO4,MmExoc7,6,2,45893.10,16.99,2701.00,2810.52,0.20,AtMLO4-AtCAM2
AtMLO4,ScExo70,6,2,9739.93,36.07,270.04,379.56,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,6,2,-4179.86,36.07,-115.89,-6.36,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,6,2,2131.50,36.07,59.10,168.62,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,6,2,16546.36,36.07,458.74,568.26,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,6,2,2300.64,36.07,63.78,173.31,0.01,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,2,504492.29,36.07,13986.87,14096.39,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,6,3,-4201.93,36.07,-116.50,-4.53,0.00,AtMLO4-AtCAM2
AtMLO4,MmExoc7,6,3,60398.25,24.15,2501.44,2613.41,0.21,AtMLO4-AtCAM2
AtMLO4,ScExo70,6,3,28409.75,24.15,1176.61,1288.58,0.10,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,6,3,-1249.50,24.15,-51.75,60.22,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,6,3,32182.75,24.15,1332.88,1444.84,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,6,3,27868.86,36.07,772.65,884.62,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,6,3,26290.25,24.15,1088.83,1200.80,0.10,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,3,212268.00,16.99,12492.84,12604.80,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,6,4,7922.20,16.99,466.25,650.56,0.10,AtMLO4-AtCAM2
AtMLO4,MmExoc7,6,4,61111.20,16.99,3596.64,3780.95,0.58,AtMLO4-AtCAM2
AtMLO4,ScExo70,6,4,-3442.40,16.99,-202.60,-18.29,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,6,4,15740.50,24.15,651.91,836.22,0.13,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,6,4,8853.90,16.99,521.09,705.40,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,6,4,46717.00,16.99,2749.49,2933.80,0.45,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,6,4,997.00,16.99,58.68,242.99,0.04,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,4,229359.43,36.07,6358.91,6543.22,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,6,1,-11845.29,31.30,-378.42,-1.79,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,6,1,-2734.50,20.95,-130.50,246.13,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,6,1,-10474.21,31.30,-334.62,42.02,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,6,1,-7394.75,20.95,-352.90,23.73,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,6,1,-8769.50,31.30,-280.16,96.48,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,6,1,47294.00,14.75,3207.34,3583.97,0.18,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,6,1,12489.80,14.75,847.02,1223.65,0.06,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,1,410416.25,20.95,19586.32,19962.95,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,6,2,14378.50,20.95,686.19,130.06,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,6,2,29017.57,31.30,927.02,370.89,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,6,2,34650.75,20.95,1653.64,1097.51,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,6,2,11527.00,20.95,550.10,-6.03,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,6,2,13330.75,20.95,636.18,80.05,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,6,2,14633.50,20.95,698.36,142.23,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,6,2,18551.75,20.95,885.35,329.22,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,2,356152.50,20.95,16996.68,16440.55,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,6,3,989.75,20.95,47.23,-14.32,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,6,3,5275.75,20.95,251.77,190.22,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,6,3,18851.25,20.95,899.64,838.09,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,6,3,8833.25,20.95,421.55,360.00,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,6,3,12078.00,20.95,576.40,514.85,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,6,3,9279.75,20.95,442.86,381.31,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,6,3,5642.25,20.95,269.27,207.71,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,3,288326.75,20.95,13759.83,13698.28,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,6,4,-2805.25,20.95,-133.88,739.16,0.16,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,6,4,3779.69,42.68,88.55,961.59,0.21,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,6,4,-28654.79,31.30,-915.43,-42.39,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,6,4,629.21,31.30,20.10,893.14,0.19,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,6,4,2654.75,20.95,126.69,999.73,0.22,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,6,4,15521.21,31.30,495.85,1368.89,0.29,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,6,4,-9697.86,31.30,-309.82,563.22,0.12,AtMLO4-AtCAM2
AtMLO4,AtCAM2,6,4,161092.13,42.68,3774.01,4647.05,1.00,AtMLO4-AtCAM2
AtMLO6,AtEXO70A1,1,1,-209.29,71.23,-2.94,160.17,0.01,AtMLO6-AtCAM2
AtMLO6,MmExoc7,1,1,573807.29,71.23,8055.94,8219.05,0.51,AtMLO6-AtCAM2
AtMLO6,ScExo70,1,1,215772.71,71.23,3029.33,3192.44,0.20,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,1,1,28587.29,71.23,401.35,564.46,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,1,1,29407.79,71.23,412.87,575.98,0.04,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,1,1,-12476.64,71.23,-175.17,-12.06,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,1,1,14029.79,71.23,196.97,360.08,0.02,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,1,1138968.00,71.23,15990.48,16153.59,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,1,2,18207.43,71.23,255.62,4651.81,0.23,AtMLO6-AtCAM2
AtMLO6,MmExoc7,1,2,712519.29,71.23,10003.38,14399.57,0.70,AtMLO6-AtCAM2
AtMLO6,ScExo70,1,2,19944.43,71.23,280.01,4676.20,0.23,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,1,2,-336024.36,71.23,-4717.60,-321.41,-0.02,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,1,2,31396.79,71.23,440.79,4836.98,0.24,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,1,2,-8980.29,71.23,-126.08,4270.11,0.21,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,1,2,23123.14,71.23,324.64,4720.83,0.23,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,2,1144644.80,71.23,16070.18,20466.37,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,1,3,13792.43,71.23,193.64,270.59,0.01,AtMLO6-AtCAM2
AtMLO6,MmExoc7,1,3,420553.21,71.23,5904.34,5981.29,0.25,AtMLO6-AtCAM2
AtMLO6,ScExo70,1,3,95451.29,71.23,1340.08,1417.04,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,1,3,37700.57,71.23,529.30,606.25,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,1,3,-6151.71,71.23,-86.37,-9.41,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,1,3,193597.57,71.23,2718.00,2794.96,0.12,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,1,3,3425.36,71.23,48.09,125.04,0.01,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,3,1710251.63,71.23,24010.99,24087.95,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,1,4,64187.93,71.23,901.16,1980.67,0.08,AtMLO6-AtCAM2
AtMLO6,MmExoc7,1,4,24736.93,71.23,347.29,1426.80,0.06,AtMLO6-AtCAM2
AtMLO6,ScExo70,1,4,85105.00,71.23,1194.83,2274.33,0.09,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,1,4,-81335.36,71.23,-1141.90,-62.40,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,1,4,11015.93,71.23,154.66,1234.16,0.05,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,1,4,79402.00,71.23,1114.76,2194.26,0.09,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,1,4,-17840.64,71.23,-250.47,829.03,0.03,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,4,1661109.88,71.23,23321.07,24400.57,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,1,1,17927.93,64.97,275.95,205.82,0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,1,1,3549.71,64.97,54.64,-15.49,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,1,1,89684.86,64.97,1380.42,1310.30,0.05,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,1,1,773476.00,64.97,11905.29,11835.17,0.44,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,1,1,30214.50,64.97,465.06,394.93,0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,1,1,461615.29,64.97,7105.15,7035.03,0.26,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,1,1,347502.36,64.97,5348.73,5278.61,0.20,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,1,1740491.32,64.97,26789.53,26719.41,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,1,2,53595.79,64.97,824.94,681.77,0.04,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,1,2,5967.71,64.97,91.85,-51.32,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,1,2,199890.64,64.97,3076.70,2933.53,0.17,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,1,2,372768.43,64.97,5737.63,5594.46,0.32,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,1,2,167393.00,64.97,2576.50,2433.33,0.14,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,1,2,101206.14,64.97,1557.76,1414.59,0.08,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,1,2,201417.00,64.97,3100.20,2957.03,0.17,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,2,1132912.64,64.97,17437.72,17294.55,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,1,3,13707.50,64.97,210.98,20.87,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,1,3,12249.36,64.97,188.54,-1.57,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,1,3,96474.43,64.97,1484.93,1294.82,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,1,3,602810.50,64.97,9278.42,9088.31,0.43,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,1,3,1130070.71,64.97,17393.98,17203.87,0.81,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,1,3,446766.79,64.97,6876.61,6686.49,0.31,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,1,3,192196.71,64.97,2958.28,2768.17,0.13,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,3,1395118.79,64.97,21473.58,21283.47,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,1,4,188649.14,64.97,2903.68,3106.65,0.20,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,1,4,-17790.86,64.97,-273.84,-70.86,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,1,4,47974.29,64.97,738.42,941.40,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,1,4,273334.29,64.97,4207.14,4410.12,0.28,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,1,4,128361.93,64.97,1975.74,2178.72,0.14,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,1,4,112538.43,64.97,1732.18,1935.16,0.12,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,1,4,288254.14,64.97,4436.79,4639.77,0.30,AtMLO6-AtCAM2
AtMLO6,AtCAM2,1,4,997084.00,64.97,15347.06,15550.03,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,2,1,-44600.82,59.97,-743.68,840.50,0.06,AtMLO6-AtCAM2
AtMLO6,MmExoc7,2,1,237606.32,59.97,3961.86,5546.03,0.41,AtMLO6-AtCAM2
AtMLO6,ScExo70,2,1,109352.00,59.97,1823.34,3407.51,0.25,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,2,1,14816.70,59.97,247.05,1831.23,0.13,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,2,1,-98802.43,59.97,-1647.44,-63.26,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,2,1,172283.46,59.97,2872.66,4456.83,0.33,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,2,1,43770.13,59.97,729.82,2314.00,0.17,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,1,724802.54,59.97,12085.39,13669.56,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,2,2,43079.29,59.97,718.31,3300.47,0.86,AtMLO6-AtCAM2
AtMLO6,MmExoc7,2,2,135095.71,59.97,2252.59,4834.76,1.26,AtMLO6-AtCAM2
AtMLO6,ScExo70,2,2,-162652.30,59.97,-2712.07,-129.90,-0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,2,2,-15120.18,59.97,-252.11,2330.05,0.61,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,2,2,-51355.20,59.97,-856.30,1725.87,0.45,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,2,2,288439.57,59.97,4809.45,7391.62,1.92,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,2,2,19449.98,59.97,324.31,2906.48,0.76,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,2,75484.63,59.97,1258.63,3840.80,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,2,3,-125489.59,59.97,-2092.42,-100.77,-0.01,AtMLO6-AtCAM2
AtMLO6,MmExoc7,2,3,130534.41,59.97,2176.54,4168.18,0.31,AtMLO6-AtCAM2
AtMLO6,ScExo70,2,3,83174.96,59.97,1386.86,3378.51,0.25,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,2,3,-39153.57,59.97,-652.85,1338.80,0.10,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,2,3,-13066.21,59.97,-217.87,1773.78,0.13,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,2,3,-33381.95,59.97,-556.61,1435.04,0.11,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,2,3,186442.96,59.97,3108.76,5100.41,0.37,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,3,700115.00,59.97,11673.75,13665.40,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,2,4,47552.16,59.97,792.89,1368.10,0.33,AtMLO6-AtCAM2
AtMLO6,MmExoc7,2,4,216983.96,59.97,3618.00,4193.21,1.00,AtMLO6-AtCAM2
AtMLO6,ScExo70,2,4,-40016.70,59.97,-667.24,-92.03,-0.02,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,2,4,59805.95,59.97,997.21,1572.42,0.37,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,2,4,65063.39,59.97,1084.87,1660.08,0.39,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,2,4,38829.29,59.97,647.44,1222.65,0.29,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,2,4,165876.68,59.97,2765.83,3341.05,0.79,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,4,217959.39,59.97,3634.26,4209.48,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,2,1,8478.00,64.97,130.49,58.54,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,2,1,4388.36,64.97,67.55,-4.41,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,2,1,144995.00,64.97,2231.75,2159.80,0.99,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,2,1,165172.93,64.97,2542.33,2470.38,1.14,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,2,1,42110.79,64.97,648.17,576.21,0.26,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,2,1,64540.29,64.97,993.40,921.45,0.42,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,2,1,89651.07,64.97,1379.90,1307.95,0.60,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,1,146010.64,64.97,2247.39,2175.44,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,2,2,-592.07,64.97,-9.11,164.15,0.66,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,2,2,-12059.71,64.97,-185.62,-12.36,-0.05,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,2,2,35556.07,64.97,547.28,720.54,2.89,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,2,2,84213.57,64.97,1296.21,1469.48,5.90,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,2,2,92565.00,64.97,1424.75,1598.02,6.41,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,2,2,51809.50,64.97,797.45,970.72,3.89,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,2,2,303652.71,64.97,4673.80,4847.07,19.45,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,2,4935.71,64.97,75.97,249.24,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,2,3,5069.64,64.97,78.03,148.51,0.14,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,2,3,4656.79,64.97,71.68,142.16,0.13,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,2,3,8850.79,64.97,136.23,206.71,0.19,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,2,3,147421.43,64.97,2269.10,2339.58,2.18,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,2,3,23032.71,64.97,354.52,425.00,0.40,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,2,3,-5274.29,64.97,-81.18,-10.70,-0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,2,3,44200.93,64.97,680.34,750.82,0.70,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,3,65263.14,64.97,1004.53,1075.01,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,2,4,5854.21,64.97,90.11,141.88,0.07,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,2,4,-3559.50,64.97,-54.79,-3.01,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,2,4,55918.07,64.97,860.69,912.46,0.42,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,2,4,106627.14,64.97,1641.20,1692.97,0.78,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,2,4,-764.36,64.97,-11.76,40.01,0.02,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,2,4,29197.57,64.97,449.41,501.18,0.23,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,2,4,124521.29,64.97,1916.62,1968.40,0.91,AtMLO6-AtCAM2
AtMLO6,AtCAM2,2,4,137801.86,64.97,2121.04,2172.81,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,3,1,8451.14,67.54,125.12,321.54,0.27,AtMLO6-AtCAM2
AtMLO6,MmExoc7,3,1,114743.43,67.54,1698.85,1895.26,1.61,AtMLO6-AtCAM2
AtMLO6,ScExo70,3,1,4103.29,67.54,60.75,257.17,0.22,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,3,1,-14041.07,67.54,-207.89,-11.47,-0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,3,1,-2971.21,67.54,-43.99,152.42,0.13,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,3,1,9331.07,67.54,138.15,334.57,0.28,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,3,1,5894.07,67.54,87.27,283.68,0.24,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,1,66035.21,67.54,977.69,1174.11,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,3,2,32327.29,67.54,478.62,558.88,0.17,AtMLO6-AtCAM2
AtMLO6,MmExoc7,3,2,15595.57,67.54,230.90,311.16,0.10,AtMLO6-AtCAM2
AtMLO6,ScExo70,3,2,7586.07,67.54,112.32,192.57,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,3,2,-5991.07,67.54,-88.70,-8.45,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,3,2,2157.71,67.54,31.95,112.20,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,3,2,14148.86,67.54,209.48,289.74,0.09,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,3,2,6452.50,67.54,95.53,175.79,0.05,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,2,211692.93,67.54,3134.24,3214.50,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,3,3,-10015.93,67.54,-148.29,27.76,0.02,AtMLO6-AtCAM2
AtMLO6,MmExoc7,3,3,70428.71,67.54,1042.74,1218.80,0.80,AtMLO6-AtCAM2
AtMLO6,ScExo70,3,3,-2344.21,67.54,-34.71,141.35,0.09,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,3,3,2413.43,67.54,35.73,211.79,0.14,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,3,3,-5754.71,67.54,-85.20,90.85,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,3,3,-12032.36,67.54,-178.15,-2.09,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,3,3,2999.21,67.54,44.41,220.46,0.15,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,3,90637.71,67.54,1341.95,1518.00,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70A1,3,4,5445.64,67.54,80.63,43.18,0.02,AtMLO6-AtCAM2
AtMLO6,MmExoc7,3,4,18565.00,67.54,274.87,237.42,0.09,AtMLO6-AtCAM2
AtMLO6,ScExo70,3,4,2608.29,67.54,38.62,1.17,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70B1,3,4,4786.14,67.54,70.86,33.42,0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70B2,3,4,17375.57,67.54,257.26,219.81,0.08,AtMLO6-AtCAM2
AtMLO6,AtEXO70D2,3,4,8066.07,67.54,119.42,81.98,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70D3,3,4,2523.00,67.54,37.35,-0.09,0.00,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,4,190582.07,67.54,2821.68,2784.24,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,3,1,-206.71,67.54,-3.06,168.15,0.06,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,3,1,52681.93,67.54,779.99,951.19,0.34,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,3,1,-12418.43,67.54,-183.86,-12.66,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,3,1,150982.21,67.54,2235.38,2406.59,0.86,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,3,1,156506.36,67.54,2317.17,2488.38,0.88,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,3,1,48492.36,67.54,717.96,889.16,0.32,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,3,1,49917.57,67.54,739.06,910.27,0.32,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,1,178364.29,67.54,2640.79,2812.00,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,3,2,3474.79,67.54,51.45,-2.30,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,3,2,13187.14,67.54,195.24,141.49,0.05,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,3,2,5698.57,67.54,84.37,30.62,0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,3,2,57849.43,67.54,856.50,802.74,0.26,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,3,2,29832.71,67.54,441.69,387.94,0.12,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,3,2,35013.64,67.54,518.40,464.65,0.15,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,3,2,163230.93,67.54,2416.73,2362.98,0.76,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,2,214279.93,67.54,3172.54,3118.79,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,3,3,6357.86,67.54,94.13,410.75,0.10,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,3,3,-23420.29,67.54,-346.75,-30.14,-0.01,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,3,3,5659.43,67.54,83.79,400.40,0.10,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,3,3,215634.29,67.54,3192.60,3509.21,0.84,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,3,3,60260.00,67.54,892.19,1208.80,0.29,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,3,3,56018.86,67.54,829.39,1146.01,0.27,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,3,3,226194.29,67.54,3348.94,3665.56,0.88,AtMLO6-AtCAM2
AtMLO6,AtCAM2,3,3,260580.14,67.54,3858.05,4174.66,1.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70E1,3,4,3658.57,67.54,54.17,17.01,0.03,AtMLO6-AtCAM2
AtMLO6,AtEXO70E2,3,4,8480.50,67.54,125.56,88.40,0.15,AtMLO6-AtCAM2
AtMLO6,AtEXO70G1,3,4,2423.29,67.54,35.88,-1.28,0.00,AtMLO6-AtCAM2
AtMLO6,AtEXO70H1,3,4,141181.21,67.54,2090.27,2053.11,3.57,AtMLO6-AtCAM2
AtMLO6,AtEXO70H2,3,4,30455.71,67.54,450.92,413.76,0.72,AtMLO6-AtCAM2
AtMLO6,AtEXO70H4,3,4,20379.93,67.54,301.74,264.58,0.46,AtMLO6-AtCAM2
AtMLO6,AtEXO70H7,3,4,78705.14,67.54,1165.28,1128.12,1.96,AtMLO6-AtCAM2
